transaction_id,transaction_date,buyer_id,supplier_id,supplier_name,supplier_tier,supplier_employee_count,supplier_hq_region,supplier_founding_year,category,unit_price,volume,total_dollars_obligated,on_time_delivery_pct,quality_score,is_cost_reduction_era,diversity_certified,relationship_years,buyer_trust_score,disruption_resilience,strategic_alignment
3931,2025-09-24,BYR_009,SUP_LARGE_012,LargeSupplier_012,LARGE,5019,Midwest,2002,Raw Materials,16194.33,215,3481780.95,89.2,4.54,False,True,5.0,9.2,7.11,False
3932,2023-06-03,BYR_005,SUP_LARGE_113,LargeSupplier_113,LARGE,6327,West,1990,IT Software,59272.46,21,1244721.66,99.0,4.39,False,True,7.2,8.65,8.24,False
3933,2022-05-02,BYR_006,SUP_LARGE_114,LargeSupplier_114,LARGE,1290,Northeast,1978,Professional Services,78321.29,1,78321.29,85.4,5.0,True,True,13.5,5.88,5.19,False
3934,2022-10-03,BYR_009,SUP_LARGE_058,LargeSupplier_058,LARGE,1437,Midwest,1964,Office Supplies,5608.66,2963,16618459.58,89.0,4.51,True,True,9.4,5.92,6.29,True
3935,2022-03-10,BYR_000,SUP_LARGE_110,LargeSupplier_110,LARGE,3049,Southeast,1966,IT Software,32963.13,63,2076677.19,83.8,3.9,True,True,15.0,6.27,5.19,False
3936,2022-07-02,BYR_002,SUP_LARGE_025,LargeSupplier_025,LARGE,972,Northeast,2008,Office Supplies,2710.0,1630,4417300.0,86.1,4.66,True,True,12.0,8.77,4.97,False
3937,2022-08-08,BYR_001,SUP_LARGE_112,LargeSupplier_112,LARGE,3668,Midwest,1993,Logistics,18348.99,176,3229422.24,71.8,4.93,True,True,14.9,9.5,6.82,False
3938,2024-04-20,BYR_006,SUP_SMALL_020,SmallSupplier_020,SMALL,133,West,2023,IT Software,52420.3,29,1520188.7,79.2,4.36,False,True,2.4,5.44,2.64,False
3939,2023-02-10,BYR_006,SUP_LARGE_039,LargeSupplier_039,LARGE,600,West,2004,Legal Services,119057.85,1,119057.85,94.1,3.73,False,True,3.1,7.32,8.21,False
3940,2024-08-31,BYR_008,SUP_LARGE_085,LargeSupplier_085,LARGE,1305,Northeast,1975,Logistics,16627.65,59,981031.35,88.4,4.22,False,False,13.3,9.15,5.45,False
3941,2023-09-22,BYR_005,SUP_LARGE_066,LargeSupplier_066,LARGE,2528,Southeast,1954,Facilities,25988.46,1,25988.46,95.3,4.01,False,False,6.3,9.05,5.34,False
3942,2024-02-18,BYR_001,SUP_LARGE_103,LargeSupplier_103,LARGE,7641,Southeast,1981,IT Hardware,29926.12,12,359113.44,77.2,3.93,False,False,7.9,7.26,5.07,False
3943,2021-07-27,BYR_003,SUP_LARGE_071,LargeSupplier_071,LARGE,5161,Midwest,1979,HR Services,35575.25,1,35575.25,91.3,5.0,True,True,8.7,9.48,7.54,False
3944,2023-09-15,BYR_002,SUP_LARGE_061,LargeSupplier_061,LARGE,21972,Midwest,1965,Logistics,14147.49,36,509309.64,95.1,5.0,False,False,10.8,9.38,8.93,False
3945,2023-05-04,BYR_004,SUP_LARGE_097,LargeSupplier_097,LARGE,7937,Southeast,1984,HR Services,36910.49,1,36910.49,87.2,5.0,False,False,10.3,7.36,6.3,False
3946,2023-11-26,BYR_008,SUP_SMALL_019,SmallSupplier_019,SMALL,140,Northeast,2000,Professional Services,91065.49,1,91065.49,89.8,3.82,False,True,4.8,5.32,5.74,True
3947,2022-09-17,BYR_002,SUP_LARGE_107,LargeSupplier_107,LARGE,1541,Midwest,1995,IT Software,60385.53,31,1871951.43,84.7,4.71,True,True,10.6,6.84,5.6,True
3948,2022-07-14,BYR_004,SUP_SMALL_012,SmallSupplier_012,SMALL,226,Midwest,2017,Marketing,43902.52,1,43902.52,84.3,4.38,True,True,4.7,6.11,2.52,False
3949,2021-04-05,BYR_004,SUP_LARGE_104,LargeSupplier_104,LARGE,7191,Southeast,1987,Facilities,16832.04,1,16832.04,85.4,4.98,True,False,5.4,8.61,8.37,False
3950,2021-03-07,BYR_002,SUP_LARGE_070,LargeSupplier_070,LARGE,7378,Northeast,1985,Professional Services,41136.0,2,82272.0,83.4,4.57,True,False,5.9,6.79,5.2,False
3951,2022-05-19,BYR_008,SUP_LARGE_078,LargeSupplier_078,LARGE,5794,Southwest,1976,Office Supplies,2362.01,1572,3713079.72,74.2,4.83,True,True,6.1,9.18,6.55,False
3952,2023-04-07,BYR_007,SUP_LARGE_084,LargeSupplier_084,LARGE,2732,Northeast,1985,Logistics,23018.94,36,828681.84,81.9,5.0,False,False,12.6,7.58,6.34,False
3953,2024-05-27,BYR_002,SUP_LARGE_059,LargeSupplier_059,LARGE,7083,Pacific,1979,Raw Materials,9480.64,686,6503719.04,72.0,4.94,False,True,8.4,6.73,7.19,False
3954,2023-02-09,BYR_003,SUP_LARGE_117,LargeSupplier_117,LARGE,3653,Southeast,2006,Professional Services,94713.4,1,94713.4,87.7,4.58,False,True,5.6,6.33,7.88,False
3955,2023-01-30,BYR_009,SUP_LARGE_116,LargeSupplier_116,LARGE,1628,West,1978,Marketing,73439.94,1,73439.94,83.6,5.0,False,True,4.1,7.08,7.82,False
3956,2025-03-11,BYR_007,SUP_LARGE_024,LargeSupplier_024,LARGE,3145,Southwest,1967,Logistics,20661.76,63,1301690.88,96.0,4.61,False,True,10.2,7.15,6.18,False
3957,2023-09-09,BYR_002,SUP_LARGE_044,LargeSupplier_044,LARGE,2132,Northeast,1961,Legal Services,106806.52,1,106806.52,90.6,3.99,False,False,6.2,8.34,8.91,False
3958,2024-07-21,BYR_005,SUP_LARGE_002,LargeSupplier_002,LARGE,10941,West,1979,Marketing,60334.16,1,60334.16,80.1,4.74,False,False,5.3,7.37,4.7,False
3959,2023-05-23,BYR_008,SUP_LARGE_079,LargeSupplier_079,LARGE,6474,Northeast,1988,Professional Services,66851.24,1,66851.24,78.0,4.02,False,False,8.0,6.77,4.85,False
3960,2023-03-12,BYR_006,SUP_LARGE_086,LargeSupplier_086,LARGE,10859,West,1950,Facilities,20441.89,1,20441.89,84.4,4.39,False,False,9.8,5.92,8.57,False
3961,2025-01-12,BYR_007,SUP_LARGE_002,LargeSupplier_002,LARGE,10941,West,1979,Facilities,36875.87,3,110627.61,84.1,4.69,False,False,5.3,7.37,4.7,False
3962,2023-01-12,BYR_006,SUP_LARGE_012,LargeSupplier_012,LARGE,5019,Midwest,2002,Raw Materials,9400.11,248,2331227.28,88.2,4.02,False,True,5.0,9.2,7.11,False
3963,2024-11-11,BYR_002,SUP_LARGE_044,LargeSupplier_044,LARGE,2132,Northeast,1961,Legal Services,129858.76,1,129858.76,91.3,4.74,False,False,6.2,8.34,8.91,False
3964,2024-08-08,BYR_008,SUP_LARGE_021,LargeSupplier_021,LARGE,1103,Northeast,1982,Logistics,17079.39,61,1041842.79,84.0,4.2,False,False,14.1,7.09,5.85,False
3965,2022-07-21,BYR_008,SUP_LARGE_077,LargeSupplier_077,LARGE,7527,Midwest,1959,Professional Services,72597.16,3,217791.48,74.2,4.97,True,False,5.9,7.78,7.16,False
3966,2025-04-22,BYR_003,SUP_LARGE_075,LargeSupplier_075,LARGE,2654,Northeast,1967,Office Supplies,2891.48,1452,4198428.96,75.7,3.99,False,False,6.9,6.47,6.66,False
3967,2023-12-07,BYR_006,SUP_LARGE_102,LargeSupplier_102,LARGE,2772,Southeast,1975,IT Hardware,62111.42,14,869559.88,87.5,4.74,False,False,14.4,6.97,7.82,False
3968,2022-02-27,BYR_005,SUP_LARGE_037,LargeSupplier_037,LARGE,1674,Northeast,1979,Marketing,43471.87,1,43471.87,99.0,4.5,True,True,4.8,9.24,6.47,False
3969,2025-01-26,BYR_006,SUP_LARGE_006,LargeSupplier_006,LARGE,6905,Northeast,1993,Raw Materials,13215.01,456,6026044.56,88.5,3.64,False,False,8.2,6.36,6.34,False
3970,2022-11-22,BYR_007,SUP_SMALL_011,SmallSupplier_011,SMALL,145,Southwest,2007,Marketing,56273.42,1,56273.42,75.4,4.94,True,True,1.7,7.22,6.01,False
3971,2022-07-16,BYR_008,SUP_LARGE_111,LargeSupplier_111,LARGE,4534,West,1979,IT Software,93756.74,43,4031539.82,99.0,4.25,True,True,6.2,9.04,7.49,False
3972,2022-06-16,BYR_005,SUP_LARGE_012,LargeSupplier_012,LARGE,5019,Midwest,2002,Raw Materials,9371.19,934,8752691.46,97.1,4.84,True,True,5.0,9.2,7.11,False
3973,2024-02-05,BYR_005,SUP_SMALL_005,SmallSupplier_005,SMALL,18,Southeast,2003,Legal Services,90225.43,1,90225.43,85.4,3.24,False,True,3.3,4.05,5.88,False
3974,2023-10-26,BYR_008,SUP_LARGE_085,LargeSupplier_085,LARGE,1305,Northeast,1975,HR Services,32925.45,1,32925.45,87.3,4.98,False,False,13.3,9.15,5.45,False
3975,2022-08-29,BYR_001,SUP_LARGE_095,LargeSupplier_095,LARGE,2734,Southwest,1969,HR Services,28906.86,1,28906.86,99.0,4.15,True,True,12.3,7.57,6.71,False
3976,2023-09-13,BYR_009,SUP_LARGE_016,LargeSupplier_016,LARGE,1738,Southeast,1993,Legal Services,74515.33,1,74515.33,93.7,4.27,False,True,14.4,6.66,6.82,False
3977,2024-10-29,BYR_003,SUP_LARGE_010,LargeSupplier_010,LARGE,7071,Northeast,1968,Logistics,21850.74,38,830328.12,72.8,4.81,False,False,4.2,9.11,6.55,False
3978,2023-11-16,BYR_005,SUP_LARGE_050,LargeSupplier_050,LARGE,13225,Pacific,1983,Facilities,23552.56,2,47105.12,76.4,4.27,False,True,9.0,7.58,8.1,False
3979,2024-05-15,BYR_001,SUP_LARGE_078,LargeSupplier_078,LARGE,5794,Southwest,1976,Marketing,48381.09,2,96762.18,70.6,4.81,False,True,6.1,9.18,6.55,False
3980,2024-07-12,BYR_008,SUP_LARGE_098,LargeSupplier_098,LARGE,600,Northeast,1957,Marketing,68812.96,1,68812.96,91.3,4.43,False,False,14.0,6.87,4.73,False
3981,2025-08-04,BYR_006,SUP_SMALL_003,SmallSupplier_003,SMALL,51,Northeast,2017,IT Hardware,80733.34,13,1049533.42,84.1,3.41,False,True,1.4,5.4,3.03,False
3982,2025-08-23,BYR_005,SUP_LARGE_070,LargeSupplier_070,LARGE,7378,Northeast,1985,Raw Materials,17868.76,718,12829769.68,80.8,4.01,False,False,5.9,6.79,5.2,False
3983,2024-10-09,BYR_000,SUP_LARGE_100,LargeSupplier_100,LARGE,8365,Northeast,1982,Marketing,50832.53,1,50832.53,80.3,5.0,False,False,10.6,7.07,8.65,False
3984,2024-06-14,BYR_005,SUP_LARGE_052,LargeSupplier_052,LARGE,606,Southeast,1961,Professional Services,92377.62,1,92377.62,84.8,4.98,False,False,4.8,7.9,5.04,False
3985,2024-06-20,BYR_007,SUP_LARGE_047,LargeSupplier_047,LARGE,4983,Northeast,2008,Logistics,22118.8,116,2565780.8,84.6,4.17,False,True,4.6,6.61,5.87,False
3986,2022-09-08,BYR_002,SUP_LARGE_052,LargeSupplier_052,LARGE,606,Southeast,1961,Professional Services,91012.53,1,91012.53,79.3,4.87,True,False,4.8,7.9,5.04,False
3987,2022-02-22,BYR_007,SUP_LARGE_027,LargeSupplier_027,LARGE,2208,West,1988,Professional Services,137448.94,1,137448.94,90.6,4.88,True,True,7.7,6.77,6.77,False
3988,2025-06-03,BYR_001,SUP_LARGE_047,LargeSupplier_047,LARGE,4983,Northeast,2008,Office Supplies,3028.45,4617,13982353.65,96.0,3.26,False,True,4.6,6.61,5.87,False
3989,2023-12-13,BYR_004,SUP_LARGE_075,LargeSupplier_075,LARGE,2654,Northeast,1967,Office Supplies,4726.74,2633,12445506.42,78.2,4.54,False,False,6.9,6.47,6.66,False
3990,2025-04-16,BYR_007,SUP_LARGE_106,LargeSupplier_106,LARGE,9329,Southeast,1998,Facilities,22497.92,2,44995.84,75.2,3.84,False,False,11.2,5.59,6.3,False
3991,2022-08-31,BYR_005,SUP_LARGE_074,LargeSupplier_074,LARGE,6520,Northeast,1981,Raw Materials,9285.49,1822,16918162.78,87.6,4.27,True,False,13.4,5.5,6.79,False
3992,2025-03-23,BYR_008,SUP_SMALL_021,SmallSupplier_021,SMALL,300,Southwest,2011,HR Services,23857.08,1,23857.08,75.5,3.98,False,True,1.9,7.56,2.59,True
3993,2025-08-06,BYR_003,SUP_LARGE_118,LargeSupplier_118,LARGE,4296,Northeast,1995,Facilities,32459.88,1,32459.88,87.3,4.21,False,False,10.8,7.29,6.27,False
3994,2021-12-06,BYR_006,SUP_LARGE_043,LargeSupplier_043,LARGE,2817,West,1984,Facilities,22095.17,2,44190.34,88.3,5.0,True,True,13.1,5.66,5.41,False
3995,2023-07-28,BYR_006,SUP_LARGE_071,LargeSupplier_071,LARGE,5161,Midwest,1979,HR Services,58414.12,1,58414.12,81.9,4.68,False,False,8.7,9.48,7.54,False
3996,2022-10-02,BYR_007,SUP_LARGE_110,LargeSupplier_110,LARGE,3049,Southeast,1966,IT Software,55270.88,27,1492313.76,80.5,5.0,True,False,15.0,6.27,5.19,False
3997,2023-09-07,BYR_000,SUP_LARGE_023,LargeSupplier_023,LARGE,1689,Midwest,1977,Facilities,35018.46,1,35018.46,89.9,3.98,False,True,12.4,5.57,4.99,False
3998,2021-04-09,BYR_003,SUP_LARGE_091,LargeSupplier_091,LARGE,3550,Pacific,1985,Facilities,28302.89,1,28302.89,94.4,4.46,True,True,14.8,9.31,4.82,False
3999,2024-08-16,BYR_002,SUP_LARGE_035,LargeSupplier_035,LARGE,1990,Midwest,1986,Legal Services,71800.91,1,71800.91,85.9,4.66,False,True,9.9,7.36,6.85,False
4000,2026-01-13,BYR_000,SUP_LARGE_084,LargeSupplier_084,LARGE,2732,Northeast,1985,Marketing,44001.04,1,44001.04,97.1,4.98,False,False,12.6,7.58,6.34,False
4001,2021-11-10,BYR_006,SUP_SMALL_015,SmallSupplier_015,SMALL,34,Southeast,2006,Legal Services,68473.44,1,68473.44,79.0,4.31,True,True,3.2,7.45,4.0,False
4002,2023-01-04,BYR_002,SUP_LARGE_029,LargeSupplier_029,LARGE,5609,Southwest,1957,HR Services,57626.15,1,57626.15,96.7,4.66,False,False,13.8,9.42,8.11,False
4003,2025-10-10,BYR_001,SUP_LARGE_043,LargeSupplier_043,LARGE,2817,West,1984,Marketing,87874.74,1,87874.74,74.6,5.0,False,True,13.1,5.66,5.41,False
4004,2021-07-09,BYR_008,SUP_LARGE_002,LargeSupplier_002,LARGE,10941,West,1979,HR Services,28816.07,1,28816.07,92.7,4.7,True,False,5.3,7.37,4.7,False
4005,2022-01-29,BYR_002,SUP_LARGE_092,LargeSupplier_092,LARGE,1720,Northeast,1974,Logistics,16192.15,48,777223.2,98.9,4.93,True,False,6.0,6.14,8.33,False
4006,2022-09-12,BYR_009,SUP_LARGE_068,LargeSupplier_068,LARGE,19207,Southeast,1979,Facilities,30499.78,1,30499.78,97.8,4.65,True,False,3.8,6.31,4.58,False
4007,2024-11-16,BYR_004,SUP_LARGE_058,LargeSupplier_058,LARGE,1437,Midwest,1964,Office Supplies,3834.06,1987,7618277.22,87.6,4.91,False,True,9.4,5.92,6.29,True
4008,2024-12-03,BYR_001,SUP_LARGE_005,LargeSupplier_005,LARGE,2730,Midwest,1975,Logistics,16024.6,49,785205.4,78.4,4.24,False,True,4.7,5.96,7.51,False
4009,2023-03-13,BYR_009,SUP_LARGE_012,LargeSupplier_012,LARGE,5019,Midwest,2002,Professional Services,69457.1,1,69457.1,99.0,4.71,False,True,5.0,9.2,7.11,False
4010,2022-11-20,BYR_008,SUP_SMALL_017,SmallSupplier_017,SMALL,145,Southeast,2006,IT Software,61247.44,22,1347443.68,77.1,4.05,True,True,1.9,7.43,2.38,False
4011,2024-11-06,BYR_007,SUP_LARGE_087,LargeSupplier_087,LARGE,2690,Southeast,2008,Logistics,14159.81,82,1161104.42,78.8,4.91,False,True,11.6,9.05,6.28,False
4012,2022-04-20,BYR_005,SUP_LARGE_111,LargeSupplier_111,LARGE,4534,West,1979,Facilities,23694.13,1,23694.13,88.0,5.0,True,True,6.2,9.04,7.49,False
4013,2026-01-13,BYR_007,SUP_LARGE_077,LargeSupplier_077,LARGE,7527,Midwest,1959,Professional Services,54906.89,1,54906.89,87.9,4.64,False,False,5.9,7.78,7.16,False
4014,2025-08-13,BYR_008,SUP_LARGE_105,LargeSupplier_105,LARGE,6359,Southwest,1986,Marketing,71908.98,1,71908.98,91.7,5.0,False,True,5.4,7.67,7.66,True
4015,2025-03-14,BYR_002,SUP_LARGE_092,LargeSupplier_092,LARGE,1720,Northeast,1974,Marketing,50869.17,1,50869.17,82.1,4.67,False,False,6.0,6.14,8.33,False
4016,2025-08-11,BYR_001,SUP_LARGE_117,LargeSupplier_117,LARGE,3653,Southeast,2006,Professional Services,151676.12,1,151676.12,93.4,4.08,False,True,5.6,6.33,7.88,False
4017,2025-05-21,BYR_003,SUP_LARGE_058,LargeSupplier_058,LARGE,1437,Midwest,1964,Logistics,26535.92,29,769541.68,92.4,3.88,False,True,9.4,5.92,6.29,True
4018,2022-11-10,BYR_002,SUP_LARGE_038,LargeSupplier_038,LARGE,1737,Midwest,1984,Raw Materials,13818.05,576,7959196.8,87.7,4.56,True,False,7.5,9.45,7.73,True
4019,2022-05-26,BYR_005,SUP_LARGE_106,LargeSupplier_106,LARGE,9329,Southeast,1998,Office Supplies,2880.69,1250,3600862.5,82.0,4.45,True,False,11.2,5.59,6.3,False
4020,2024-05-04,BYR_009,SUP_LARGE_076,LargeSupplier_076,LARGE,1304,West,1966,Professional Services,128203.43,1,128203.43,82.7,4.62,False,True,4.8,5.69,5.12,True
4021,2025-04-27,BYR_006,SUP_LARGE_029,LargeSupplier_029,LARGE,5609,Southwest,1957,Legal Services,113401.49,2,226802.98,81.6,4.78,False,True,13.8,9.42,8.11,False
4022,2024-09-01,BYR_004,SUP_LARGE_090,LargeSupplier_090,LARGE,2150,Northeast,1981,IT Software,72535.02,34,2466190.68,91.4,5.0,False,True,8.8,9.34,7.44,False
4023,2025-01-24,BYR_003,SUP_LARGE_021,LargeSupplier_021,LARGE,1103,Northeast,1982,Raw Materials,8890.52,305,2711608.6,94.8,4.82,False,False,14.1,7.09,5.85,False
4024,2022-09-14,BYR_009,SUP_LARGE_075,LargeSupplier_075,LARGE,2654,Northeast,1967,Marketing,50907.73,3,152723.19,89.2,3.86,True,False,6.9,6.47,6.66,False
4025,2024-06-10,BYR_008,SUP_LARGE_001,LargeSupplier_001,LARGE,7332,Southwest,1982,IT Hardware,38670.37,11,425374.07,86.6,4.55,False,False,8.3,6.41,7.0,False
4026,2023-06-03,BYR_000,SUP_LARGE_115,LargeSupplier_115,LARGE,3651,West,1971,Professional Services,86784.0,3,260352.0,76.3,5.0,False,True,3.4,8.11,8.2,False
4027,2025-08-30,BYR_006,SUP_SMALL_003,SmallSupplier_003,SMALL,51,Northeast,2017,IT Hardware,59857.61,33,1975301.13,70.6,2.92,False,True,1.4,5.4,3.12,False
4028,2022-09-09,BYR_008,SUP_LARGE_089,LargeSupplier_089,LARGE,636,Northeast,1991,IT Hardware,39643.19,5,198215.95,84.4,4.18,True,False,4.2,8.51,8.46,False
4029,2023-06-14,BYR_005,SUP_LARGE_014,LargeSupplier_014,LARGE,2505,Northeast,1973,Professional Services,63418.17,1,63418.17,93.0,4.65,False,False,12.9,9.08,5.13,False
4030,2024-02-14,BYR_001,SUP_LARGE_001,LargeSupplier_001,LARGE,7332,Southwest,1982,IT Hardware,35839.92,50,1791996.0,94.4,4.32,False,False,8.3,6.41,7.0,False
4031,2024-09-29,BYR_009,SUP_LARGE_027,LargeSupplier_027,LARGE,2208,West,1988,Logistics,19422.93,35,679802.55,82.0,4.6,False,True,7.7,6.77,6.77,False
4032,2025-07-14,BYR_005,SUP_LARGE_068,LargeSupplier_068,LARGE,19207,Southeast,1979,Facilities,26900.66,1,26900.66,94.2,4.86,False,False,3.8,6.31,4.58,False
4033,2022-11-10,BYR_002,SUP_LARGE_023,LargeSupplier_023,LARGE,1689,Midwest,1977,Facilities,29011.46,1,29011.46,88.9,4.29,True,True,12.4,5.57,4.99,False
4034,2024-11-01,BYR_002,SUP_LARGE_065,LargeSupplier_065,LARGE,4637,Northeast,1973,Office Supplies,4150.42,2646,10982011.32,74.3,4.71,False,False,7.8,9.08,7.52,False
4035,2025-12-29,BYR_009,SUP_LARGE_113,LargeSupplier_113,LARGE,6327,West,1990,Legal Services,85381.4,1,85381.4,81.9,5.0,False,True,7.2,8.65,8.24,False
4036,2024-12-22,BYR_006,SUP_LARGE_100,LargeSupplier_100,LARGE,8365,Northeast,1982,Logistics,16631.19,89,1480175.91,91.3,4.37,False,False,10.6,7.07,8.65,False
4037,2021-12-31,BYR_009,SUP_LARGE_047,LargeSupplier_047,LARGE,4983,Northeast,2008,Facilities,46276.45,1,46276.45,84.0,4.86,True,True,4.6,6.61,5.87,False
4038,2023-12-20,BYR_006,SUP_LARGE_080,LargeSupplier_080,LARGE,16541,Southeast,2006,IT Hardware,56020.63,18,1008371.34,90.4,4.13,False,False,13.7,7.88,5.07,False
4039,2024-01-17,BYR_003,SUP_LARGE_118,LargeSupplier_118,LARGE,4296,Northeast,1995,Legal Services,61087.67,1,61087.67,87.4,4.4,False,False,10.8,7.29,6.27,False
4040,2023-05-30,BYR_006,SUP_LARGE_016,LargeSupplier_016,LARGE,1738,Southeast,1993,IT Hardware,30828.66,24,739887.84,86.2,3.92,False,True,14.4,6.66,6.82,False
4041,2023-03-18,BYR_007,SUP_LARGE_036,LargeSupplier_036,LARGE,6196,Northeast,1959,Raw Materials,13772.18,459,6321430.62,80.7,4.75,False,False,10.9,7.17,7.98,False
4042,2023-08-15,BYR_000,SUP_LARGE_036,LargeSupplier_036,LARGE,6196,Northeast,1959,Legal Services,104429.29,1,104429.29,84.9,3.9,False,False,10.9,7.17,7.98,False
4043,2024-10-27,BYR_007,SUP_SMALL_016,SmallSupplier_016,SMALL,141,Pacific,2008,IT Hardware,43729.9,12,524758.8,78.3,4.41,False,True,3.2,5.41,3.98,False
4044,2025-08-13,BYR_002,SUP_LARGE_039,LargeSupplier_039,LARGE,600,West,2004,Legal Services,76111.62,1,76111.62,89.3,3.82,False,True,3.1,7.32,8.21,False
4045,2024-04-08,BYR_001,SUP_SMALL_023,SmallSupplier_023,SMALL,31,Southeast,2014,HR Services,30167.45,1,30167.45,82.3,3.75,False,True,1.8,7.84,2.79,True
4046,2022-05-13,BYR_002,SUP_LARGE_012,LargeSupplier_012,LARGE,5019,Midwest,2002,Professional Services,104475.04,1,104475.04,88.4,4.17,True,True,5.0,9.2,7.11,False
4047,2023-05-04,BYR_008,SUP_LARGE_014,LargeSupplier_014,LARGE,2505,Northeast,1973,Marketing,55008.04,1,55008.04,99.0,4.37,False,False,12.9,9.08,5.13,False
4048,2024-04-28,BYR_003,SUP_LARGE_002,LargeSupplier_002,LARGE,10941,West,1979,Facilities,25259.65,1,25259.65,90.9,5.0,False,False,5.3,7.37,4.7,False
4049,2023-06-18,BYR_004,SUP_LARGE_006,LargeSupplier_006,LARGE,6905,Northeast,1993,Raw Materials,18682.88,727,13582453.76,82.4,4.84,False,False,8.2,6.36,6.34,False
4050,2022-03-30,BYR_007,SUP_LARGE_090,LargeSupplier_090,LARGE,2150,Northeast,1981,Professional Services,49767.17,1,49767.17,79.7,5.0,True,False,8.8,9.34,7.44,False
4051,2024-07-16,BYR_006,SUP_LARGE_112,LargeSupplier_112,LARGE,3668,Midwest,1993,Office Supplies,3045.5,2489,7580249.5,90.1,5.0,False,True,14.9,9.5,6.82,False
4052,2024-10-05,BYR_004,SUP_LARGE_073,LargeSupplier_073,LARGE,1597,Southeast,1979,IT Hardware,34294.29,9,308648.61,84.7,4.41,False,True,3.6,5.95,6.23,False
4053,2024-12-17,BYR_004,SUP_LARGE_117,LargeSupplier_117,LARGE,3653,Southeast,2006,IT Software,40647.23,64,2601422.72,89.3,4.93,False,True,5.6,6.33,7.88,False
4054,2023-11-26,BYR_006,SUP_SMALL_028,SmallSupplier_028,SMALL,67,West,2007,Legal Services,99852.43,1,99852.43,76.2,3.87,False,True,4.6,5.92,5.0,False
4055,2025-10-07,BYR_008,SUP_LARGE_049,LargeSupplier_049,LARGE,2524,Midwest,1978,Logistics,16204.07,42,680570.94,88.7,4.77,False,True,6.8,8.65,6.97,False
4056,2024-04-16,BYR_009,SUP_SMALL_013,SmallSupplier_013,SMALL,78,Pacific,2015,Raw Materials,7423.32,685,5084974.2,76.7,4.36,False,True,2.7,5.6,2.52,False
4057,2024-05-13,BYR_008,SUP_LARGE_106,LargeSupplier_106,LARGE,9329,Southeast,1998,Office Supplies,3366.61,1646,5541440.06,95.4,5.0,False,False,11.2,5.59,6.3,False
4058,2023-12-22,BYR_007,SUP_LARGE_019,LargeSupplier_019,LARGE,2578,Southwest,2002,Facilities,36142.01,1,36142.01,91.1,4.24,False,True,5.4,6.74,8.0,True
4059,2023-03-23,BYR_001,SUP_LARGE_104,LargeSupplier_104,LARGE,7191,Southeast,1987,Legal Services,101443.85,1,101443.85,57.7,4.34,False,False,5.4,8.61,8.37,False
4060,2022-02-07,BYR_001,SUP_LARGE_025,LargeSupplier_025,LARGE,972,Northeast,2008,IT Hardware,35918.81,17,610619.77,69.3,4.41,True,True,12.0,8.77,4.97,False
4061,2022-04-21,BYR_000,SUP_LARGE_066,LargeSupplier_066,LARGE,2528,Southeast,1954,Facilities,21143.35,1,21143.35,90.8,5.0,True,False,6.3,9.05,5.34,False
4062,2025-02-05,BYR_005,SUP_LARGE_093,LargeSupplier_093,LARGE,5170,West,1983,IT Hardware,53882.15,22,1185407.3,74.3,4.47,False,True,5.5,9.27,5.04,True
4063,2024-12-07,BYR_005,SUP_LARGE_032,LargeSupplier_032,LARGE,6151,Southeast,2006,Facilities,25987.43,1,25987.43,89.5,4.73,False,True,9.4,8.89,7.44,False
4064,2024-01-31,BYR_006,SUP_LARGE_092,LargeSupplier_092,LARGE,1720,Northeast,1974,Logistics,14578.94,89,1297525.66,92.5,4.8,False,False,6.0,6.14,8.33,False
4065,2025-11-01,BYR_004,SUP_LARGE_064,LargeSupplier_064,LARGE,5440,West,1970,Facilities,19867.51,1,19867.51,80.1,4.01,False,True,12.6,5.7,5.56,False
4066,2023-06-21,BYR_000,SUP_LARGE_117,LargeSupplier_117,LARGE,3653,Southeast,2006,IT Hardware,37023.2,7,259162.4,82.3,4.22,False,True,5.6,6.33,7.88,False
4067,2025-10-14,BYR_002,SUP_LARGE_089,LargeSupplier_089,LARGE,636,Northeast,1991,Legal Services,114942.85,2,229885.7,82.2,4.13,False,True,4.2,8.51,8.46,False
4068,2025-06-07,BYR_001,SUP_LARGE_106,LargeSupplier_106,LARGE,9329,Southeast,1998,Office Supplies,5255.35,846,4446026.1,81.1,3.76,False,False,11.2,5.59,6.3,False
4069,2021-10-17,BYR_005,SUP_SMALL_024,SmallSupplier_024,SMALL,36,Southwest,2014,Logistics,10284.9,34,349686.6,84.5,4.03,True,True,4.7,4.07,5.61,False
4070,2022-11-02,BYR_005,SUP_LARGE_074,LargeSupplier_074,LARGE,6520,Northeast,1981,Raw Materials,10873.33,469,5099591.77,92.3,4.73,True,False,13.4,5.5,6.79,False
4071,2022-11-04,BYR_006,SUP_LARGE_061,LargeSupplier_061,LARGE,21972,Midwest,1965,Logistics,17463.97,31,541383.07,81.7,4.45,True,False,10.8,9.38,8.93,False
4072,2025-12-01,BYR_000,SUP_LARGE_093,LargeSupplier_093,LARGE,5170,West,1983,Professional Services,98151.23,1,98151.23,95.1,4.64,False,True,5.5,9.27,5.04,True
4073,2023-12-24,BYR_006,SUP_LARGE_047,LargeSupplier_047,LARGE,4983,Northeast,2008,Office Supplies,4005.49,1343,5379373.07,82.4,4.68,False,False,4.6,6.61,5.87,False
